record_id,collarid,collartype,Name,DATETIME,TIMETOFIX,LATITUDE,LONGITUDE,HDOP,HACCURACY,HEADING,SPEED,SPEEDACCURACY,ALTITUDE,TEMPERATURE,BATTERY
19,st2010-1443,IP095,Soutine,5/19/16 20:30,30,0.613475,37.57446,1,0,28,0.46,0,894,0,0
19,st2010-1443,IP095,Soutine,5/19/16 21:00,41,0.6140267,37.57477,1,0,147,0.86,0,889,0,0
19,st2010-1443,IP095,Soutine,5/19/16 21:30,14,0.6040733,37.577,1,0,140,2.75,0,885,0,0
19,st2010-1443,IP095,Soutine,5/19/16 22:00,13,0.5945733,37.5823,1,0,124,1.6,0,873,0,0
19,st2010-1443,IP095,Soutine,5/19/16 22:30,25,0.5916566,37.58189,1,0,118,0.71,0,875,0,0
19,st2010-1443,IP095,Soutine,5/19/16 23:00,26,0.5862383,37.57859,1,0,99,0.62,0,908,0,0
19,st2010-1443,IP095,Soutine,5/19/16 23:30,27,0.5873867,37.57733,1,0,278,2.15,0,886,0,0
19,st2010-1443,IP095,Soutine,5/20/16 0:00,41,0.5881483,37.57837,1,0,138,0.33,0,877,0,0
19,st2010-1443,IP095,Soutine,5/20/16 0:30,25,0.5874166,37.58112,1,0,157,0.76,0,863,0,0
19,st2010-1443,IP095,Soutine,5/20/16 1:00,13,0.5874866,37.58746,1,0,34,0.15,0,873,0,0
19,st2010-1443,IP095,Soutine,5/20/16 1:30,24,0.5877783,37.5888,1,0,60,0.95,0,877,0,0
19,st2010-1443,IP095,Soutine,5/20/16 2:00,14,0.587445,37.58902,1,0,26,1.07,0,882,0,0
19,st2010-1443,IP095,Soutine,5/20/16 2:30,16,0.588105,37.58827,1,0,322,0.35,0,888,0,0
19,st2010-1443,IP095,Soutine,5/20/16 3:00,41,0.5915866,37.5849,1,0,330,3.35,0,872,0,0
19,st2010-1443,IP095,Soutine,5/20/16 3:30,13,0.5931984,37.58415,1,0,325,2.38,0,874,0,0
19,st2010-1443,IP095,Soutine,5/20/16 4:00,13,0.5943334,37.58296,1,0,222,0.4,0,871,0,0
19,st2010-1443,IP095,Soutine,5/20/16 4:30,15,0.595095,37.58215,1,0,104,0.4,0,872,0,0
19,st2010-1443,IP095,Soutine,5/20/16 5:00,13,0.59571,37.57973,1,0,119,0.44,0,873,0,0
19,st2010-1443,IP095,Soutine,5/20/16 5:30,13,0.5970816,37.57931,1,0,63,1.2,0,882,0,0
19,st2010-1443,IP095,Soutine,5/20/16 6:00,13,0.5991633,37.57729,1,0,89,0.47,0,879,0,0
19,st2010-1443,IP095,Soutine,5/20/16 6:30,17,0.6012166,37.5757,1,0,82,0.56,0,865,0,0
19,st2010-1443,IP095,Soutine,5/20/16 7:00,14,0.6023683,37.57435,1,0,116,0.29,0,875,0,0
19,st2010-1443,IP095,Soutine,5/20/16 7:30,22,0.603605,37.57246,1,0,251,0.24,0,892,0,0
19,st2010-1443,IP095,Soutine,5/20/16 8:00,14,0.6060234,37.57133,1,0,37,3,0,959,0,0
19,st2010-1443,IP095,Soutine,5/20/16 8:30,24,0.6071483,37.57253,1,0,258,0.15,0,902,0,0
19,st2010-1443,IP095,Soutine,5/20/16 9:00,14,0.6055583,37.57509,1,0,278,0.22,0,881,0,0
19,st2010-1443,IP095,Soutine,5/20/16 9:30,16,0.6039783,37.57426,1,0,133,0.05,0,894,0,0
19,st2010-1443,IP095,Soutine,5/20/16 10:00,14,0.605875,37.5765,1,0,212,0.2,0,891,0,0
19,st2010-1443,IP095,Soutine,5/20/16 10:30,14,0.6060899,37.57742,1,0,276,0.07,0,890,0,0
19,st2010-1443,IP095,Soutine,5/20/16 11:00,42,0.6068516,37.57708,1,0,80,0.11,0,900,0,0
19,st2010-1443,IP095,Soutine,5/20/16 11:30,14,0.6085367,37.5762,1,0,8,0.38,0,892,0,0
19,st2010-1443,IP095,Soutine,5/20/16 12:00,13,0.6103083,37.57715,1,0,156,0.66,0,894,0,0
19,st2010-1443,IP095,Soutine,5/20/16 12:30,18,0.6099367,37.5809,1,0,47,0.29,0,890,0,0
19,st2010-1443,IP095,Soutine,5/20/16 13:00,13,0.6095133,37.58213,1,0,112,0.4,0,889,0,0
19,st2010-1443,IP095,Soutine,5/20/16 13:30,20,0.6095067,37.58311,1,0,301,0.69,0,888,0,0
19,st2010-1443,IP095,Soutine,5/20/16 14:00,13,0.6106683,37.58287,1,0,89,0.76,0,897,0,0
19,st2010-1443,IP095,Soutine,5/20/16 14:30,25,0.6131917,37.58311,1,0,312,1.98,0,992,0,0
19,st2010-1443,IP095,Soutine,5/20/16 15:00,40,0.61498,37.58509,1,0,327,1.18,0,908,0,0
19,st2010-1443,IP095,Soutine,5/20/16 15:30,13,0.6150166,37.5851,1,0,197,0.29,0,898,0,0
19,st2010-1443,IP095,Soutine,5/20/16 16:00,24,0.6149967,37.58507,1,0,180,0.07,0,906,0,0
19,st2010-1443,IP095,Soutine,5/20/16 16:30,14,0.6149867,37.5851,1,0,163,0.38,0,900,0,0
19,st2010-1443,IP095,Soutine,5/20/16 17:00,25,0.615135,37.58507,1,0,132,0.05,0,961,0,0
19,st2010-1443,IP095,Soutine,5/20/16 17:30,14,0.6153083,37.58503,1,0,175,0.04,0,908,0,0
19,st2010-1443,IP095,Soutine,5/20/16 18:00,14,0.6148517,37.58293,1,0,346,0.95,0,935,0,0
19,st2010-1443,IP095,Soutine,5/20/16 18:30,16,0.6150333,37.58184,1,0,54,0.53,0,924,0,0
19,st2010-1443,IP095,Soutine,5/20/16 19:00,22,0.6147633,37.5817,1,0,66,0.71,0,929,0,0
19,st2010-1443,IP095,Soutine,5/20/16 19:30,22,0.615025,37.58189,1,0,187,0.02,0,895,0,0
19,st2010-1443,IP095,Soutine,5/20/16 20:00,19,0.6136916,37.58147,1,0,75,0.86,0,903,0,0
19,st2010-1443,IP095,Soutine,5/20/16 20:30,31,0.6071317,37.58392,1,0,137,3.08,0,895,0,0
19,st2010-1443,IP095,Soutine,5/20/16 21:00,24,0.5982884,37.59051,1,0,96,0.82,0,872,0,0
19,st2010-1443,IP095,Soutine,5/20/16 21:30,24,0.5940483,37.59348,1,0,192,3.75,0,865,0,0
19,st2010-1443,IP095,Soutine,5/20/16 22:00,13,0.588865,37.59833,1,0,5,0.76,0,860,0,0
19,st2010-1443,IP095,Soutine,5/20/16 22:30,24,0.5866367,37.60129,1,0,188,1.84,0,808,0,0
19,st2010-1443,IP095,Soutine,5/20/16 23:00,26,0.5888733,37.59886,1,0,243,0.86,0,838,0,0
19,st2010-1443,IP095,Soutine,5/20/16 23:30,14,0.58801,37.59611,1,0,90,0.91,0,897,0,0
19,st2010-1443,IP095,Soutine,5/21/16 0:00,23,0.5882784,37.59639,1,0,84,3.44,0,904,0,0
19,st2010-1443,IP095,Soutine,5/21/16 0:30,41,0.5883883,37.59745,1,0,30,0.07,0,861,0,0
19,st2010-1443,IP095,Soutine,5/21/16 1:00,42,0.58843,37.59744,1,0,215,0.71,0,874,0,0
19,st2010-1443,IP095,Soutine,5/21/16 1:30,26,0.588375,37.59747,1,0,256,0.22,0,882,0,0
19,st2010-1443,IP095,Soutine,5/21/16 2:00,22,0.5885733,37.59748,1,0,81,2.66,0,854,0,0
19,st2010-1443,IP095,Soutine,5/21/16 2:30,13,0.58977,37.59924,1,0,344,2,0,892,0,0
19,st2010-1443,IP095,Soutine,5/21/16 3:00,24,0.5889367,37.59766,1,0,196,0.24,0,877,0,0
19,st2010-1443,IP095,Soutine,5/21/16 3:30,40,0.5908567,37.59525,1,0,6,2.53,0,860,0,0
